,id,ad,education,ofjobs,yearsexp,honors,volunteer,military,empholes,occupspecific,occupbroad,workinschool,email,computerskills,specialskills,firstname,sex,race,h,l,call,city,kind,adid,fracblack,fracwhite,lmedhhinc,fracdropout,fraccolp,linc,col,expminreq,schoolreq,eoe,parent_sales,parent_emp,branch_sales,branch_emp,fed,fracblack_empzip,fracwhite_empzip,lmedhhinc_empzip,fracdropout_empzip,fraccolp_empzip,linc_empzip,manager,supervisor,secretary,offsupport,salesrep,retailsales,req,expreq,comreq,educreq,compreq,orgreq,manuf,transcom,bankreal,trade,busservice,othservice,missind,ownership
55,b,1,4,5,7,0,0,1,1,34,1,0,1,1,1,Keisha,f,b,1,0,0,c,a,399,0.948766649,0.033041097,10.29576588,0.184819981,0.100120999,9.191259384,1,some,,0,,,,,0,0.125,0.875,11.81431103,0,0.892857134,11.36244011,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Private
56,b,1,4,4,21,0,0,0,1,34,1,1,1,1,0,Laurie,f,w,1,0,0,c,a,399,0.989495635,0.004863125,9.474318504,0.257409632,0.04815378,8.69767952,1,some,,0,,,,,0,0.125,0.875,11.81431103,0,0.892857134,11.36244011,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Private
57,b,1,2,3,5,0,1,0,0,22,1,1,1,0,1,Tyrone,m,b,1,0,0,c,s,400,0.104300544,0.837370217,10.46675396,0.101334654,0.591695487,10.54032898,0,some,,0,,840,,840,1,,,,,,,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,Private
58,b,1,4,4,4,0,0,0,1,229,6,1,0,1,1,Anne,f,w,0,1,0,c,a,401,0.971468806,0.024071502,9.929739952,0.17001754,0.149692938,9.321792603,1,,somcol,1,,,,,,0.089956328,0.862882078,10.98727417,0.027947599,0.606768548,10.97898483,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,Nonprofit
59,b,1,4,3,5,0,0,0,0,337,6,1,1,1,1,Lakisha,f,b,1,0,0,c,a,401,0.002174999,0.789266765,10.24785709,0.299457043,0.071178846,9.366147041,1,,somcol,1,,,,,,0.089956328,0.862882078,10.98727417,0.027947599,0.606768548,10.97898483,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,Nonprofit
60,b,1,4,4,6,0,0,0,0,185,1,1,0,1,0,Latonya,f,b,0,1,0,c,a,401,0.052359965,0.786358535,10.43555641,0.130112112,0.284314841,9.743377686,1,,somcol,1,,,,,,0.089956328,0.862882078,10.98727417,0.027947599,0.606768548,10.97898483,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,Nonprofit
61,b,1,3,3,5,0,1,0,0,379,6,1,1,1,0,Meredith,f,w,1,0,0,c,a,401,0.052359965,0.786358535,10.43555641,0.130112112,0.284314841,9.743377686,0,,somcol,1,,,,,,0.089956328,0.862882078,10.98727417,0.027947599,0.606768548,10.97898483,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,Nonprofit
62,b,1,0,2,5,0,1,0,0,13,1,0,1,1,1,Allison,f,w,1,0,0,c,s,403,0.971468806,0.024071502,9.929739952,0.17001754,0.149692938,9.321792603,0,,,0,,,,,0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
63,b,1,4,2,6,0,0,0,0,189,1,0,0,0,0,Carrie,f,w,0,1,0,c,a,402,0.530870318,0.294441521,10.24405861,0.216173664,0.094348058,9.266626358,1,,,1,15,90,,,0,0.002048076,0.869354308,10.45579052,0.206801772,0.100571305,9.564723015,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
64,b,1,4,3,6,0,1,0,0,268,4,1,1,0,0,Ebony,f,b,1,0,0,c,s,403,0.832138896,0.1387261,9.692643166,0.217792436,0.158367097,9.240675926,1,,,0,,,,,0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
65,b,1,4,4,6,0,0,0,1,329,6,0,0,1,1,Kenya,f,b,0,1,0,c,a,402,0.116623893,0.728339255,10.28704739,0.139842764,0.365636081,9.933725357,1,,,1,15,90,,,0,0.002048076,0.869354308,10.45579052,0.206801772,0.100571305,9.564723015,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
66,b,1,4,3,6,1,0,0,1,323,6,1,1,1,0,Lakisha,f,b,1,0,0,c,a,402,0.99204272,0.004814288,8.841737747,0.295093417,0.053181671,8.5073452,1,,,1,15,90,,,0,0.002048076,0.869354308,10.45579052,0.206801772,0.100571305,9.564723015,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
67,b,1,3,3,4,0,1,1,0,316,6,1,1,1,0,Laurie,f,w,1,0,0,c,a,402,0.691106796,0.156322837,10.0996294,0.22815758,0.050933633,8.959954262,0,,,1,15,90,,,0,0.002048076,0.869354308,10.45579052,0.206801772,0.100571305,9.564723015,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
68,b,1,4,4,8,0,1,0,1,195,1,0,1,1,0,Aisha,f,b,1,0,0,c,a,404,0.198823527,0.569167614,10.06828117,0.139711425,0.288013309,9.647498131,1,,,0,1166,10000,14.30000019,175,0,0.019722056,0.799265563,10.714818,0.097660579,0.318750203,9.934404373,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,Private
69,b,1,4,4,5,0,0,0,1,229,6,1,0,1,0,Anne,f,w,0,1,0,c,a,404,0.014516992,0.97367543,10.56558228,0.116202839,0.156475782,9.718663216,1,,,0,1166,10000,14.30000019,175,0,0.019722056,0.799265563,10.714818,0.097660579,0.318750203,9.934404373,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,Private
70,b,1,4,2,5,0,1,0,0,13,1,0,1,0,1,Brendan,m,w,1,0,0,c,s,405,0.530870318,0.294441521,10.24405861,0.216173664,0.094348058,9.266626358,1,,,1,,,,,0,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,
71,b,1,1,3,5,0,1,0,0,316,6,0,1,1,1,Hakim,m,b,1,0,0,c,s,405,0.003418689,0.904997289,10.31091785,0.213802114,0.142227516,9.557964325,0,,,1,,,,,0,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,
72,b,1,3,4,6,0,0,0,0,185,1,1,0,1,0,Latoya,f,b,0,1,0,c,a,404,0.691106796,0.156322837,10.0996294,0.22815758,0.050933633,8.959954262,0,,,0,1166,10000,14.30000019,175,0,0.019722056,0.799265563,10.714818,0.097660579,0.318750203,9.934404373,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,Private
73,b,1,4,2,5,0,0,0,0,263,4,0,0,0,1,Laurie,f,w,0,1,0,c,s,405,0.954597354,0.042803545,10.27677345,0.197444409,0.10937959,9.304468155,1,,,1,,,,,0,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,
74,b,1,3,3,3,0,1,1,0,316,6,1,1,1,0,Laurie,f,w,1,0,0,c,a,404,0.3361651,0.637369633,10.43190765,0.108847864,0.406575918,10.41214085,0,,,0,1166,10000,14.30000019,175,0,0.019722056,0.799265563,10.714818,0.097660579,0.318750203,9.934404373,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,Private
75,b,1,4,3,4,0,0,0,0,316,6,0,0,1,1,Leroy,m,b,0,1,0,c,s,405,0.512182355,0.298899204,9.662879944,0.257437974,0.035784647,8.733271599,1,,,1,,,,,0,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,
76,b,1,4,3,12,0,1,0,0,313,5,1,1,1,0,Anne,f,w,1,0,0,c,a,406,0.198823527,0.569167614,10.06828117,0.139711425,0.288013309,9.647498131,1,2,,1,7.900000095,90,,,0,0,0.843417466,10.80037117,0.106362142,0.267441332,9.94434166,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,Private
77,b,1,3,3,11,0,1,0,0,379,6,1,1,1,0,Kenya,f,b,1,0,0,c,a,406,0.988519907,0.008148465,10.11257267,0.193837136,0.145053387,9.372459412,0,2,,1,7.900000095,90,,,0,0,0.843417466,10.80037117,0.106362142,0.267441332,9.94434166,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,Private
78,b,1,4,2,9,1,0,0,1,313,5,0,0,1,0,Latonya,f,b,0,1,0,c,a,406,0.971468806,0.024071502,9.929739952,0.17001754,0.149692938,9.321792603,1,2,,1,7.900000095,90,,,0,0,0.843417466,10.80037117,0.106362142,0.267441332,9.94434166,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,Private
